S.No.,name,datetime,Daypart,DayType,Items
4256,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4257,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4258,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4259,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4260,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4261,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4262,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4263,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4264,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4265,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4266,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4267,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4268,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4269,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4270,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4271,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4272,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4273,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4274,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4275,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4276,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4277,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4278,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4279,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4280,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4281,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4282,"Edinburgh,United Kingdom",11/16/2016,Evening,Weekday,Vanilla Latte
4283,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4284,"Edinburgh,United Kingdom",11/16/2016,Evening,Weekday,Vanilla Latte
4285,"Edinburgh,United Kingdom",11/16/2016,Evening,Weekday,Vanilla Latte
4286,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4287,"Edinburgh,United Kingdom",11/16/2016,Evening,Weekday,Vanilla Latte
4288,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4289,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4290,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4291,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4292,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4293,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4294,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4295,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4296,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4297,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4298,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4299,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4300,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4301,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4302,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4303,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4304,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4305,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4306,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4307,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4308,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4309,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4310,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4311,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4312,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4313,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4314,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4315,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4316,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4317,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4318,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4319,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4320,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4321,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4322,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4323,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4324,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4325,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4326,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4327,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4328,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4329,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4330,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4331,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4332,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4333,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4334,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4335,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4336,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4337,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4338,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4339,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4340,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4341,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4342,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4343,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4344,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4345,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4346,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4347,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4348,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4349,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4350,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4351,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4352,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4353,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4354,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4355,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4356,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4357,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4358,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4359,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4360,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4361,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4362,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4363,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4364,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4365,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4366,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4367,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4368,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4369,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4370,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4371,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4372,"Edinburgh,United Kingdom",11/16/2016,Afternoon,Weekday,Vanilla Latte
4373,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4374,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4375,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4376,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4377,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4378,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4379,"Edinburgh,United Kingdom",11/16/2016,Morning,Weekday,Vanilla Latte
4380,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4381,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4382,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4383,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4384,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4385,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4386,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4387,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4388,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4389,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4390,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4391,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4392,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4393,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4394,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4395,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4396,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4397,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4398,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4399,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4400,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4401,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4402,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4403,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4404,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4405,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4406,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4407,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4408,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4409,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4410,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4411,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4412,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4413,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4414,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4415,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4416,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4417,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4418,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4419,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4420,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4421,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4422,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4423,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4424,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4425,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4426,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4427,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4428,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4429,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4430,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4431,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4432,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4433,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4434,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4435,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4436,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4437,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4438,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4439,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4440,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4441,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4442,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4443,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4444,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4445,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4446,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4447,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4448,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4449,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4450,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4451,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4452,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4453,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4454,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4455,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4456,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4457,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4458,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4459,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4460,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4461,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4462,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4463,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4464,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4465,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4466,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4467,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4468,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4469,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4470,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4471,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4472,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4473,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4474,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4475,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4476,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4477,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4478,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4479,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4480,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4481,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4482,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4483,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4484,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4485,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4486,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4487,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4488,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4489,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4490,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4491,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4492,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4493,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4494,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4495,"Edinburgh,United Kingdom",11/17/2016,Morning,Weekday,Cappuccino
4496,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4497,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4498,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4499,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4500,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4501,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4502,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4503,"Edinburgh,United Kingdom",11/17/2016,Evening,Weekday,Cappuccino
4504,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4505,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4506,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4507,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4508,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4509,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4510,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4511,"Edinburgh,United Kingdom",11/17/2016,Evening,Weekday,Cappuccino
4512,"Edinburgh,United Kingdom",11/17/2016,Evening,Weekday,Cappuccino
4513,"Edinburgh,United Kingdom",11/17/2016,Evening,Weekday,Cappuccino
4514,"Edinburgh,United Kingdom",11/17/2016,Afternoon,Weekday,Cappuccino
4515,"Edinburgh,United Kingdom",11/17/2016,Evening,Weekday,Cappuccino
4516,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4517,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4518,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4519,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4520,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4521,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4522,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4523,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4524,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4525,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4526,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4527,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4528,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4529,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4530,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4531,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4532,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4533,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4534,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4535,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4536,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4537,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4538,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4539,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4540,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4541,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4542,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4543,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4544,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4545,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4546,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4547,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4548,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4549,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4550,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4551,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4552,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4553,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4554,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4555,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4556,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4557,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4558,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4559,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4560,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4561,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4562,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4563,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4564,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4565,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4566,"Edinburgh,United Kingdom",11/18/2016,Evening,Weekday,Espresso
4567,"Edinburgh,United Kingdom",11/18/2016,Evening,Weekday,Espresso
4568,"Edinburgh,United Kingdom",11/18/2016,Evening,Weekday,Espresso
4569,"Edinburgh,United Kingdom",11/18/2016,Evening,Weekday,Espresso
4570,"Edinburgh,United Kingdom",11/18/2016,Evening,Weekday,Espresso
4571,"Edinburgh,United Kingdom",11/18/2016,Evening,Weekday,Espresso
4572,"Edinburgh,United Kingdom",11/18/2016,Evening,Weekday,Espresso
4573,"Edinburgh,United Kingdom",11/18/2016,Evening,Weekday,Espresso
4574,"Edinburgh,United Kingdom",11/18/2016,Evening,Weekday,Espresso
4575,"Edinburgh,United Kingdom",11/18/2016,Evening,Weekday,Espresso
4576,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4577,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4578,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4579,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4580,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4581,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
4582,"Edinburgh,United Kingdom",11/18/2016,Afternoon,Weekday,Espresso
